chapter_id,chapter_name,chapter_no,class_id,class_name,subject_id,subject_name,unit_id,unit_name,unit_no
60d171b67849920004933c60,"Monomials, Binomials, Trinomials And Polynomials.",12.5,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933beb,Algebraic Equations,12
60eeac9bacff670004ad8ef3,Representation of Rational Number,9.2,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933be8,Rational Numbers,9
60d16d497849920004933c07,Multiplication Of Decimal Numbers,2.6,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933be1,Fractions and Decimals,2
60d16d497849920004933c04,Multiplication Of Fractions,2.3,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933be1,Fractions and Decimals,2
60d1729b7849920004933c78,Introduction: Plane Figures And Solid Shapes.,15.1,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933bee,Visualising Solid Shapes,15
60d1a76b48a5bb000420a539,Relations and Functions,1.1,60bf71dad38e530a98c857fe,12,60b62b974b44826738114ad0,Maths,60d1a72448a5bb000420a533,Relations and Functions,1
60d16f737849920004933c31,Charge Given On Borrowed Money Or Simple Interest.,8.6,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933be7,Comparing Quantities,8
60d16cfe7849920004933bfb,Multiplication Of Integers,1.4,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933be0,Integers,1
60d568992f660300042ba44e,Lines and Angles,4.1,60bf71cad38e530a98c857fc,9,60b62b974b44826738114ad0,Maths,60cb3da6cc9b7012dcf94abb,Geometry,4
60d1729b7849920004933c7a,Nets For Building 3-D Shapes.,15.3,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933bee,Visualising Solid Shapes,15
60d1a7d248a5bb000420a543,Three – dimensional Geometry,4.2,60bf71dad38e530a98c857fe,12,60b62b974b44826738114ad0,Maths,60d1a72448a5bb000420a536,Vectors and Three – Dimensional Geometry,4
60d16e187849920004933c1a,Related Angles.,5.2,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933be4,Lines and Angles,5
60d172667849920004933c76,Rotational Symmetry.,14.3,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933bed,Symmetry,14
60d1a77e48a5bb000420a53b,Matrices,2.1,60bf71dad38e530a98c857fe,12,60b62b974b44826738114ad0,Maths,60d1a72448a5bb000420a534,Algebra,2
60d170bb7849920004933c50,Constructing A Triangle When The Lengths Of Its Three Sides Are Known (SSS Criterion),10.4,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933be9,Practical Geometry,10
60d1729b7849920004933c7c,Viewing Different Sections Of A Solid.,15.5,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933bee,Visualising Solid Shapes,15
60eee6b164f5e00004d89d68,Various Geometries,11.8,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933bea,Perimeter and Area,11
60d16e187849920004933c1b,Pairs Of Lines.,5.3,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933be4,Lines and Angles,5
60d16cfe7849920004933bfc,Properties Of Multiplication Of Integers,1.5,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933be0,Integers,1
60d16ded7849920004933c13,Setting Up Of An Equation.,4.2,60dd8c7c01bce4172cf4899a,7,60b62b974b44826738114ad0,Maths,60d16c7e7849920004933be3,Simple Equations,4
60d1a7b348a5bb000420a53d,Continuity and Differentiability,3.1,60bf71dad38e530a98c857fe,12,60b62b974b44826738114ad0,Maths,60d1a72448a5bb000420a535,Calculus,3
60d1a7b348a5bb000420a540,Applications of the Integrals,3.4,60bf71dad38e530a98c857fe,12,60b62b974b44826738114ad0,Maths,60d1a72448a5bb000420a535,Calculus,3
60d1a7b348a5bb000420a53f,Integrals,3.3,60bf71dad38e530a98c857fe,12,60b62b974b44826738114ad0,Maths,60d1a72448a5bb000420a535,Calculus,3
60d1a7b348a5bb000420a541,Differential Equations,3.5,60bf71dad38e530a98c857fe,12,60b62b974b44826738114ad0,Maths,60d1a72448a5bb000420a535,Calculus,3
60d1a7e248a5bb000420a544,Linear Programming,5.1,60bf71dad38e530a98c857fe,12,60b62b974b44826738114ad0,Maths,60d1a72448a5bb000420a537,Linear Programming,5
60d1a76b48a5bb000420a53a,Inverse Trigonometric Functions,1.2,60bf71dad38e530a98c857fe,12,60b62b974b44826738114ad0,Maths,60d1a72448a5bb000420a533,Relations and Functions,1
60efee5464f5e00004d8a535,Classification of Solids Based on Different Binding Forces,1.7,60bf71dad38e530a98c857fe,12,60b62b914b44826738114acf,Chemistry,60d1ae3248a5bb000420a586,Solid State,1
60efee1664f5e00004d8a52e,Elevation of Boiling Point,2.6,60bf71dad38e530a98c857fe,12,60b62b914b44826738114acf,Chemistry,60d1ae3248a5bb000420a587,Solutions,2
